site_name,site_id,cammlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,reference
Cuverville Island,CUVE,48.1,-62.626,-64.684,gentoo penguin,3.0,12.0,2011,2011,4170.0,1.0,nests,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Cuverville Island,CUVE,48.1,-62.626,-64.684,gentoo penguin,23.0,12.0,2011,2011,6336.0,1.0,nests,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Cuverville Island,CUVE,48.1,-62.626,-64.684,gentoo penguin,12.0,12.0,2012,2012,5950.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Cuverville Island,CUVE,48.1,-62.626,-64.684,gentoo penguin,13.0,12.0,2013,2013,7007.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Cuverville Island,CUVE,48.1,-62.626,-64.684,gentoo penguin,18.0,12.0,2014,2014,9176.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Cuverville Island,CUVE,48.1,-62.626,-64.684,gentoo penguin,15.0,12.0,2015,2015,9648.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Cuverville Island,CUVE,48.1,-62.626,-64.684,gentoo penguin,22.0,12.0,2016,2016,7845.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Cuverville Island,CUVE,48.1,-62.626,-64.684,gentoo penguin,7.0,1.0,2018,2017,6903.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Cuverville Island,CUVE,48.1,-62.626,-64.684,gentoo penguin,16.0,12.0,2018,2018,5633.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Cuverville Island,CUVE,48.1,-62.626,-64.684,gentoo penguin,22.0,12.0,2019,2019,7849.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Cuverville Island,CUVE,48.1,-62.626,-64.684,gentoo penguin,29.0,1.0,2022,2021,4461.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Cuverville Island,CUVE,48.1,-62.626,-64.684,gentoo penguin,10.0,1.0,2025,2024,9083.0,1.0,nests,uav,"<p id=""asiexpedition2025"" class=""reference"">Fly  J.  A. Borowicz  S. Forrest  et al. (2025). &ldquo;Oceanites Antarctic Site Inventory Expedition 2024-25&rdquo;.</p>"
Cuverville Island,CUVE,48.1,-62.626,-64.684,king penguin,5.0,2.0,2010,2009,1.0,1.0,adults,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Cape Vik,CVIK,48.2,-45.663,-60.655,chinstrap penguin,,1.0,1965,1964,8000.0,4.0,nests,ground,"<p id=""croxall1979distribution"" class=""reference"">Croxall  J. P. and E. D. Kirkwood (1979). <em>The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea</em>. Cambridge  United Kingdom: British Antarctic Survey. ISBN: 0856650714.</p>"
Cape Vik,CVIK,48.2,-45.663,-60.655,chinstrap penguin,5.0,1.0,2013,2012,7000.0,5.0,nests,vhr,"<p id=""strycker2020a-global"" class=""reference"">Strycker  N.  M. Wethington  A. Borowicz  et al. (2020). &ldquo;A global population assessment of the chinstrap penguin (<em>Pygoscelis antarctica</em>)&rdquo;. In: <em>Scientific Reports</em> 10.1  pp. 1&ndash;11. DOI: <a href=""https://doi.org/10.1038/s41598-020-76479-3"">10.1038/s41598-020-76479-3</a>.</p>"
Dalrymple Point,DALR,48.1,-55.393,-63.184,adelie penguin,12.0,1.0,2011,2010,17621.0,5.0,nests,vhr,"<p id=""lynch2014global"" class=""reference"">Lynch  H. J. and M. A. LaRue (2014). &ldquo;First global census of the Ad&eacute;lie Penguin&rdquo;. In: <em>The Auk</em> 131.4  pp. 457&ndash;466. DOI: <a href=""https://doi.org/10.1642/AUK-14-31.1"">10.1642/AUK-14-31.1</a>.</p>"
Dalrymple Point,DALR,48.1,-55.393,-63.184,adelie penguin,12.0,12.0,2015,2015,55528.0,1.0,nests,ground,"<p id=""lynchunpublished"" class=""reference"">Lynch  H. J. (2022). &ldquo;Stony Brook University Lynch Lab: Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Dalrymple Point,DALR,48.1,-55.393,-63.184,gentoo penguin,12.0,12.0,2015,2015,652.0,1.0,nests,ground,"<p id=""lynchunpublished"" class=""reference"">Lynch  H. J. (2022). &ldquo;Stony Brook University Lynch Lab: Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,22.0,1.0,1983,1982,619.0,1.0,nests,ground,"<p id=""poncet1987censuses"" class=""reference"">Poncet  S. and J. Poncet (1987). &ldquo;Censuses of penguin populations of the Antarctic Peninsula 1983-1987&rdquo;. In: <em>British Antarctic Survey Bulletin</em> 77  pp. 109&ndash;129.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,27.0,1.0,1984,1983,828.0,1.0,nests,ground,"<p id=""poncet1987censuses"" class=""reference"">Poncet  S. and J. Poncet (1987). &ldquo;Censuses of penguin populations of the Antarctic Peninsula 1983-1987&rdquo;. In: <em>British Antarctic Survey Bulletin</em> 77  pp. 109&ndash;129.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,6.0,2.0,1987,1986,715.0,1.0,chicks,ground,"<p id=""poncet1987censuses"" class=""reference"">Poncet  S. and J. Poncet (1987). &ldquo;Censuses of penguin populations of the Antarctic Peninsula 1983-1987&rdquo;. In: <em>British Antarctic Survey Bulletin</em> 77  pp. 109&ndash;129.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,,,1988,1988,1663.0,3.0,nests,ground,"<p id=""woehler1993distribution"" class=""reference"">Woehler  E. J. (1993). <em>The distribution and abundance of Antarctic and Subantarctic penguins</em>. Cambridge  United Kingdom: Scientific Committee on Antarctic Research (SCAR).</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,,,1990,1990,1658.0,1.0,nests,ground,"<p id=""woehler1993distribution"" class=""reference"">Woehler  E. J. (1993). <em>The distribution and abundance of Antarctic and Subantarctic penguins</em>. Cambridge  United Kingdom: Scientific Committee on Antarctic Research (SCAR).</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,,,1998,1998,2041.0,1.0,nests,ground,"<p id=""woehlerpersonal"" class=""reference"">Woehler  E. J. and H. J. Lynch (2015). <em>Personal communication</em>.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,12.0,12.0,2002,2002,1928.0,1.0,nests,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,4.0,1.0,2005,2004,2022.0,1.0,nests,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,26.0,12.0,2005,2005,2273.0,1.0,nests,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,5.0,2.0,2006,2005,2990.0,1.0,chicks,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,6.0,12.0,2007,2007,2055.0,1.0,nests,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,25.0,1.0,2009,2008,2498.0,1.0,chicks,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,27.0,1.0,2009,2008,2290.0,1.0,chicks,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,30.0,11.0,2008,2008,2158.0,1.0,nests,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,28.0,12.0,2008,2008,1934.0,1.0,nests,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,15.0,2.0,2009,2008,2053.0,1.0,chicks,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,15.0,1.0,2010,2009,2148.0,1.0,nests,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,20.0,11.0,2009,2009,1928.0,1.0,nests,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,16.0,2.0,2010,2009,3371.0,1.0,chicks,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,25.0,1.0,2011,2010,1823.0,1.0,nests,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,25.0,11.0,2010,2010,131.0,1.0,nests,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,16.0,12.0,2010,2010,1735.0,1.0,nests,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,10.0,2.0,2011,2010,1955.0,1.0,chicks,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,30.0,1.0,2012,2011,3345.0,1.0,chicks,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,11.0,12.0,2011,2011,2091.0,1.0,nests,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,11.0,1.0,2013,2012,2355.0,1.0,nests,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,11.0,12.0,2012,2012,2240.0,1.0,nests,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,13.0,12.0,2013,2013,2299.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,21.0,1.0,2015,2014,2354.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,6.0,12.0,2014,2014,1954.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,13.0,12.0,2014,2014,2560.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,14.0,1.0,2016,2015,2079.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,22.0,2.0,2016,2015,929.0,1.0,chicks,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,22.0,12.0,2016,2016,2209.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,4.0,1.0,2018,2017,1989.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,20.0,1.0,2018,2017,2029.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,8.0,12.0,2017,2017,1835.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,9.0,1.0,2019,2018,1519.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,13.0,1.0,2019,2018,1678.0,1.0,nests,uav,"<p id=""lynchhartunpublished"" class=""reference"">Lynch  H. J. and T. Hart (2023). &ldquo;Unpublished Data&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,25.0,1.0,2019,2018,351.0,1.0,chicks,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,27.0,1.0,2022,2021,615.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,21.0,1.0,2023,2022,1333.0,1.0,nests,ground,"<p id=""asiunpublished"" class=""reference"">Naveen  R. (2023). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,2.0,1.0,2024,2023,1523.0,1.0,nests,ground,"<p id=""asiunpublished"" class=""reference"">Naveen  R. (2023). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,2.0,1.0,2024,2023,1609.0,1.0,nests,uav,"<p id=""asiunpublished"" class=""reference"">Naveen  R. (2023). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,2.0,1.0,2024,2023,1523.0,1.0,nests,ground,"<p id=""asiexpedition2024"" class=""reference"">Trathan  P. N.  S. Forrest  G. Humphries  et al. (2024). &ldquo;Oceanites Antarctic Site Inventory Expedition 2023-24&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,9.0,1.0,2024,2023,1443.0,1.0,nests,ground,"<p id=""lynchunpublished"" class=""reference"">Lynch  H. J. (2022). &ldquo;Stony Brook University Lynch Lab: Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,22.0,1.0,2024,2023,1584.0,1.0,nests,ground,"<p id=""asiunpublished"" class=""reference"">Naveen  R. (2023). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,22.0,1.0,2024,2023,1642.0,1.0,nests,uav,"<p id=""asiunpublished"" class=""reference"">Naveen  R. (2023). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,22.0,1.0,2024,2023,1584.0,1.0,nests,ground,"<p id=""asiexpedition2024"" class=""reference"">Trathan  P. N.  S. Forrest  G. Humphries  et al. (2024). &ldquo;Oceanites Antarctic Site Inventory Expedition 2023-24&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,24.0,1.0,2024,2023,1388.0,1.0,chicks,ground,"<p id=""asiunpublished"" class=""reference"">Naveen  R. (2023). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,24.0,1.0,2024,2023,1625.0,1.0,nests,ground,"<p id=""asiunpublished"" class=""reference"">Naveen  R. (2023). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,24.0,1.0,2024,2023,1673.0,1.0,nests,uav,"<p id=""asiunpublished"" class=""reference"">Naveen  R. (2023). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,24.0,1.0,2024,2023,1625.0,1.0,nests,ground,"<p id=""asiexpedition2024"" class=""reference"">Trathan  P. N.  S. Forrest  G. Humphries  et al. (2024). &ldquo;Oceanites Antarctic Site Inventory Expedition 2023-24&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,24.0,1.0,2024,2023,1388.0,1.0,chicks,ground,"<p id=""asiexpedition2024"" class=""reference"">Trathan  P. N.  S. Forrest  G. Humphries  et al. (2024). &ldquo;Oceanites Antarctic Site Inventory Expedition 2023-24&rdquo;.</p>"
Dorian Bay/Damoy Point,DAMO,48.1,-63.497,-64.815,gentoo penguin,12.0,12.0,2023,2023,1529.0,1.0,nests,ground,"<p id=""asiunpublished"" class=""reference"">Naveen  R. (2023). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
