site_name,site_id,cammlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,reference
Neko Harbor (Andvord Bay),NEKO,48.1,-62.533,-64.838,gentoo penguin,7.0,2.0,2022,2021,603.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Neko Harbor (Andvord Bay),NEKO,48.1,-62.533,-64.838,gentoo penguin,16.0,1.0,2023,2022,806.0,1.0,nests,ground,"<p id=""lynchhartunpublished"" class=""reference"">Lynch  H. J. and T. Hart (2023). &ldquo;Unpublished Data&rdquo;.</p>"
Neko Harbor (Andvord Bay),NEKO,48.1,-62.533,-64.838,gentoo penguin,2.0,2.0,2023,2022,705.0,1.0,nests,ground,"<p id=""asiunpublished"" class=""reference"">Naveen  R. (2023). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Neko Harbor (Andvord Bay),NEKO,48.1,-62.533,-64.838,gentoo penguin,4.0,1.0,2024,2023,830.0,1.0,nests,ground,"<p id=""asiunpublished"" class=""reference"">Naveen  R. (2023). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Neko Harbor (Andvord Bay),NEKO,48.1,-62.533,-64.838,gentoo penguin,4.0,1.0,2024,2023,1162.0,1.0,nests,uav,"<p id=""asiunpublished"" class=""reference"">Naveen  R. (2023). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Neko Harbor (Andvord Bay),NEKO,48.1,-62.533,-64.838,gentoo penguin,4.0,1.0,2024,2023,830.0,1.0,nests,ground,"<p id=""asiexpedition2024"" class=""reference"">Trathan  P. N.  S. Forrest  G. Humphries  et al. (2024). &ldquo;Oceanites Antarctic Site Inventory Expedition 2023-24&rdquo;.</p>"
Neko Harbor (Andvord Bay),NEKO,48.1,-62.533,-64.838,gentoo penguin,24.0,12.0,2023,2023,1264.0,2.0,nests,uav,"<p id=""asiunpublished"" class=""reference"">Naveen  R. (2023). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Neko Harbor (Andvord Bay),NEKO,48.1,-62.533,-64.838,gentoo penguin,24.0,12.0,2023,2023,1264.0,1.0,nests,ground,"<p id=""asiexpedition2024"" class=""reference"">Trathan  P. N.  S. Forrest  G. Humphries  et al. (2024). &ldquo;Oceanites Antarctic Site Inventory Expedition 2023-24&rdquo;.</p>"
Neko Harbor (Andvord Bay),NEKO,48.1,-62.533,-64.838,gentoo penguin,10.0,1.0,2025,2024,1115.0,1.0,nests,ground,"<p id=""asiexpedition2025"" class=""reference"">Fly  J.  A. Borowicz  S. Forrest  et al. (2025). &ldquo;Oceanites Antarctic Site Inventory Expedition 2024-25&rdquo;.</p>"
Neko Harbor (Andvord Bay),NEKO,48.1,-62.533,-64.838,gentoo penguin,23.0,1.0,2025,2024,1464.0,1.0,chicks,ground,"<p id=""asiexpedition2025"" class=""reference"">Fly  J.  A. Borowicz  S. Forrest  et al. (2025). &ldquo;Oceanites Antarctic Site Inventory Expedition 2024-25&rdquo;.</p>"
Neko Harbor (Andvord Bay),NEKO,48.1,-62.533,-64.838,gentoo penguin,31.0,1.0,2025,2024,1353.0,1.0,chicks,ground,"<p id=""asiexpedition2025"" class=""reference"">Fly  J.  A. Borowicz  S. Forrest  et al. (2025). &ldquo;Oceanites Antarctic Site Inventory Expedition 2024-25&rdquo;.</p>"
Neko Harbor (Andvord Bay),NEKO,48.1,-62.533,-64.838,gentoo penguin,12.0,12.0,2024,2024,1123.0,1.0,nests,ground,"<p id=""asiexpedition2025"" class=""reference"">Fly  J.  A. Borowicz  S. Forrest  et al. (2025). &ldquo;Oceanites Antarctic Site Inventory Expedition 2024-25&rdquo;.</p>"
Neko Harbor (Andvord Bay),NEKO,48.1,-62.533,-64.838,gentoo penguin,22.0,12.0,2024,2024,1267.0,1.0,nests,uav,"<p id=""asiexpedition2025"" class=""reference"">Fly  J.  A. Borowicz  S. Forrest  et al. (2025). &ldquo;Oceanites Antarctic Site Inventory Expedition 2024-25&rdquo;.</p>"
Neko Harbor (Andvord Bay),NEKO,48.1,-62.533,-64.838,gentoo penguin,24.0,12.0,2024,2024,1179.0,1.0,nests,ground,"<p id=""asiexpedition2025"" class=""reference"">Fly  J.  A. Borowicz  S. Forrest  et al. (2025). &ldquo;Oceanites Antarctic Site Inventory Expedition 2024-25&rdquo;.</p>"
Neko Harbor (Andvord Bay),NEKO,48.1,-62.533,-64.838,gentoo penguin,24.0,12.0,2024,2024,1238.0,1.0,nests,uav,"<p id=""asiexpedition2025"" class=""reference"">Fly  J.  A. Borowicz  S. Forrest  et al. (2025). &ldquo;Oceanites Antarctic Site Inventory Expedition 2024-25&rdquo;.</p>"
Neko Harbor (Andvord Bay),NEKO,48.1,-62.533,-64.838,king penguin,25.0,1.0,2003,2002,1.0,1.0,adults,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Neko Harbor (Andvord Bay),NEKO,48.1,-62.533,-64.838,king penguin,14.0,2.0,2003,2002,1.0,1.0,adults,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Nella/Thalla Islands,NELL,88.1,166.087,-70.614,adelie penguin,,12.0,1985,1985,175.0,2.0,nests,ground,"<p id=""manaakiwhenua2021aerial"" class=""reference"">Anderson  D.  F. Shanhun  and R. Macneil (2021). &ldquo;Aerial survey data of Ad&eacute;lie penguin breeding pairs across 39 colonies from Ross Island to Cape Adare. Count data were collected from 1981 - 2019&rdquo;. Dataset downloaded on 04/01/22 from https://doi.org/10.7931/kf06-x745. DOI: <a href=""https://doi.org/10.7931/kf06-x745"">10.7931/kf06-x745</a>.</p>"
Nella/Thalla Islands,NELL,88.1,166.087,-70.614,adelie penguin,27.0,1.0,2011,2010,477.0,5.0,nests,ground,"<p id=""lynch2014global"" class=""reference"">Lynch  H. J. and M. A. LaRue (2014). &ldquo;First global census of the Ad&eacute;lie Penguin&rdquo;. In: <em>The Auk</em> 131.4  pp. 457&ndash;466. DOI: <a href=""https://doi.org/10.1642/AUK-14-31.1"">10.1642/AUK-14-31.1</a>.</p>"
Nelly Point,NEPT,48.1,-54.775,-61.157,chinstrap penguin,18.0,1.0,1971,1970,150.0,3.0,nests,ground,"<p id=""croxall1979distribution"" class=""reference"">Croxall  J. P. and E. D. Kirkwood (1979). <em>The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea</em>. Cambridge  United Kingdom: British Antarctic Survey. ISBN: 0856650714.</p>"
Nelly Point,NEPT,48.1,-54.775,-61.157,chinstrap penguin,27.0,12.0,2015,2015,70.0,2.0,nests,ground,"<p id=""strycker2020fifty-year"" class=""reference"">Strycker  N.  A. Borowicz  M. Wethington  et al. (2020). &ldquo;Fifty-year change in penguin abundance on Elephant Island  South Shetland Islands  Antarctica: Results of the 2019&ndash;20 census&rdquo;. In: <em>Polar Biology</em> 44  pp. 45&ndash;56. DOI: <a href=""https://doi.org/10.1007/s00300-020-02774-4"">10.1007/s00300-020-02774-4</a>.</p>"
Nelly Point,NEPT,48.1,-54.775,-61.157,macaroni penguin,16.0,2.0,1971,1970,130.0,4.0,nests,offshore vessel,"<p id=""croxall1979distribution"" class=""reference"">Croxall  J. P. and E. D. Kirkwood (1979). <em>The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea</em>. Cambridge  United Kingdom: British Antarctic Survey. ISBN: 0856650714.</p>"
Northeast of Smiggers Island,NESM,48.1,-65.346,-65.452,adelie penguin,7.0,1.0,2013,2012,11.0,1.0,nests,,"<p id=""casanovas2015comprehensive"" class=""reference"">Casanovas  P.  R. Naveen  S. Forrest  et al. (2015). &ldquo;A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula&rdquo;. In: <em>Polar Biology</em> 38.7  pp. 927&ndash;940. DOI: <a href=""https://doi.org/10.1007/s00300-015-1651-x"">10.1007/s00300-015-1651-x</a>.</p>"
Newell Point,NEWE,48.1,-59.52,-62.337,chinstrap penguin,1.0,2.0,1987,1986,17500.0,4.0,adults,offshore vessel,"<p id=""shuford1988surveys"" class=""reference"">Shuford  W. D. and L. B. Spear (1988). &ldquo;Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica&rdquo;. In: <em>British Antarctic Survey Bulletin</em> 81  pp. 19&ndash;30.</p>"
North of False Ridge,NFAL,48.1,-54.042,-61.271,chinstrap penguin,22.0,1.0,2011,2010,300.0,5.0,nests,vhr,"<p id=""strycker2020fifty-year"" class=""reference"">Strycker  N.  A. Borowicz  M. Wethington  et al. (2020). &ldquo;Fifty-year change in penguin abundance on Elephant Island  South Shetland Islands  Antarctica: Results of the 2019&ndash;20 census&rdquo;. In: <em>Polar Biology</em> 44  pp. 45&ndash;56. DOI: <a href=""https://doi.org/10.1007/s00300-020-02774-4"">10.1007/s00300-020-02774-4</a>.</p>"
North Foreland,NFOR,48.1,-57.688,-61.893,chinstrap penguin,,,1980,1980,23286.0,2.0,nests,ground,"<p id=""jablonski1984distributionking"" class=""reference"">Jab&lstrok;oÅski  B. (1984). &ldquo;Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*)&rdquo;. In: <em>Polish Polar Research</em> 5.1&ndash;2  pp. 17&ndash;30.</p>"
North Foreland,NFOR,48.1,-57.688,-61.893,chinstrap penguin,31.0,1.0,1987,1986,60000.0,5.0,adults,offshore vessel,"<p id=""shuford1988surveys"" class=""reference"">Shuford  W. D. and L. B. Spear (1988). &ldquo;Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica&rdquo;. In: <em>British Antarctic Survey Bulletin</em> 81  pp. 19&ndash;30.</p>"
North Foreland,NFOR,48.1,-57.688,-61.893,chinstrap penguin,19.0,1.0,2020,2019,20000.0,5.0,nests,vhr,"<p id=""strycker2020a-global"" class=""reference"">Strycker  N.  M. Wethington  A. Borowicz  et al. (2020). &ldquo;A global population assessment of the chinstrap penguin (<em>Pygoscelis antarctica</em>)&rdquo;. In: <em>Scientific Reports</em> 10.1  pp. 1&ndash;11. DOI: <a href=""https://doi.org/10.1038/s41598-020-76479-3"">10.1038/s41598-020-76479-3</a>.</p>"
North of Hammer Point,NHAM,48.1,-59.624,-62.33,chinstrap penguin,28.0,1.0,1989,1988,2778.0,5.0,nests,landsat,"<p id=""strycker2020a-global"" class=""reference"">Strycker  N.  M. Wethington  A. Borowicz  et al. (2020). &ldquo;A global population assessment of the chinstrap penguin (<em>Pygoscelis antarctica</em>)&rdquo;. In: <em>Scientific Reports</em> 10.1  pp. 1&ndash;11. DOI: <a href=""https://doi.org/10.1038/s41598-020-76479-3"">10.1038/s41598-020-76479-3</a>.</p>"
Ninnis Bank,NINN,58.4.1,149.677,-66.723,emperor penguin,,,2019,2019,3000.0,5.0,nests,sentinel,"<p id=""fretwell2020discovery"" class=""reference"">Fretwell  P. T. and P. N. Trathan (2020). &ldquo;Discovery of new colonies by Sentinel2 reveals good and bad news for emperor penguins&rdquo;. In: <em>Remote Sensing in Ecology and Conservation</em> 7.2  pp. 139&ndash;153. DOI: <a href=""https://doi.org/10.1002/rse2.176"">10.1002/rse2.176</a>.</p>"
North of Medley Rocks,NMED,48.1,-55.98,-62.995,adelie penguin,17.0,1.0,2022,2021,1008.0,1.0,chicks,ground,"<p id=""lynchunpublished"" class=""reference"">Lynch  H. J. (2022). &ldquo;Stony Brook University Lynch Lab: Censuses of penguins and other seabirds dataset&rdquo;.</p>"
North of Medley Rocks,NMED,48.1,-55.98,-62.995,gentoo penguin,17.0,1.0,2022,2021,44.0,1.0,chicks,ground,"<p id=""lynchunpublished"" class=""reference"">Lynch  H. J. (2022). &ldquo;Stony Brook University Lynch Lab: Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Noble Rocks,NOBL,48.1,-63.434,-64.785,gentoo penguin,16.0,12.0,2010,2010,24.0,1.0,nests,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Noble Rocks,NOBL,48.1,-63.434,-64.785,gentoo penguin,26.0,1.0,2016,2015,35.0,2.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Noble Rocks,NOBL,48.1,-63.434,-64.785,gentoo penguin,31.0,12.0,2015,2015,28.0,3.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Noble Rocks,NOBL,48.1,-63.434,-64.785,gentoo penguin,25.0,2.0,2018,2017,48.0,1.0,chicks,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Noble Rocks,NOBL,48.1,-63.434,-64.785,gentoo penguin,5.0,1.0,2019,2018,40.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Noble Rocks,NOBL,48.1,-63.434,-64.785,gentoo penguin,17.0,1.0,2019,2018,37.0,1.0,chicks,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Noble Rocks,NOBL,48.1,-63.434,-64.785,gentoo penguin,16.0,1.0,2020,2019,39.0,2.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Noble Rocks,NOBL,48.1,-63.434,-64.785,gentoo penguin,9.0,1.0,2024,2023,52.0,1.0,nests,ground,"<p id=""lynchunpublished"" class=""reference"">Lynch  H. J. (2022). &ldquo;Stony Brook University Lynch Lab: Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Noble Rocks,NOBL,48.1,-63.434,-64.785,gentoo penguin,10.0,12.0,2024,2024,49.0,1.0,nests,ground,"<p id=""lynchunpublished"" class=""reference"">Lynch  H. J. (2022). &ldquo;Stony Brook University Lynch Lab: Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Nokkelholmane Islands,NOKK,58.4.2,39.464,-69.381,adelie penguin,,12.0,1975,1975,32.0,1.0,adults,vhr,"<p id=""hoshiai1979adelie"" class=""reference"">Hoshiai  T. and T. Matsuda (1979). &ldquo;Ad&eacute;lie penguin rookeries in the Lutzow-Holm Bay area and relation of rookery to algal biomass in soil&rdquo;. In: <em>Memoirs of National Institute of Polar Research</em> 11  pp. 140&ndash;152.</p>"
Nokkelholmane Islands,NOKK,58.4.2,39.464,-69.381,adelie penguin,24.0,11.0,1981,1981,59.0,1.0,adults,aerial,"<p id=""hoshiai1984adelie"" class=""reference"">Hoshiai  T.  T. Sweda  A. Tanimura  et al. (1984). &ldquo;Ad&eacute;lie penguin census in the 1981-82 and 1982-1983 breeding seasons near Syowa Station  Antarctica [Special issue]&rdquo;. In: <em>Memoirs of National Institute of Polar Research</em> 32  pp. 117&ndash;121.</p>"
Nokkelholmane Islands,NOKK,58.4.2,39.464,-69.381,adelie penguin,23.0,11.0,1982,1982,61.0,1.0,adults,vhr,"<p id=""hoshiai1984adelie"" class=""reference"">Hoshiai  T.  T. Sweda  A. Tanimura  et al. (1984). &ldquo;Ad&eacute;lie penguin census in the 1981-82 and 1982-1983 breeding seasons near Syowa Station  Antarctica [Special issue]&rdquo;. In: <em>Memoirs of National Institute of Polar Research</em> 32  pp. 117&ndash;121.</p>"
Nokkelholmane Islands,NOKK,58.4.2,39.464,-69.381,adelie penguin,30.0,10.0,1984,1984,30.0,1.0,adults,ground,"<p id=""ishikawa1988adelie"" class=""reference"">Ishikawa  S.  O. Matsuda  and K. Kawagushi (1988). &ldquo;Ad&eacute;lie penguin census in the 1984-85 breeding season near Syowa Station  Antarctica with reference to the banding effect on the population&rdquo;. In: <em>Antarctic Record</em> 32.3  pp. 302&ndash;307.</p>"
Nokkelholmane Islands,NOKK,58.4.2,39.464,-69.381,adelie penguin,14.0,11.0,1984,1984,91.0,1.0,adults,ground,"<p id=""ishikawa1988adelie"" class=""reference"">Ishikawa  S.  O. Matsuda  and K. Kawagushi (1988). &ldquo;Ad&eacute;lie penguin census in the 1984-85 breeding season near Syowa Station  Antarctica with reference to the banding effect on the population&rdquo;. In: <em>Antarctic Record</em> 32.3  pp. 302&ndash;307.</p>"
Nokkelholmane Islands,NOKK,58.4.2,39.464,-69.381,adelie penguin,,,1994,1994,73.0,1.0,adults,aerial photo,"<p id=""kato2006increase"" class=""reference"">Kato  A. and Y. Ropert-Coudert (2006). &ldquo;Rapid increase in Ad&eacute;lie penguin populations in the L&uuml;tzow-Holm Bay area since the mid 1990s&rdquo;. In: <em>Polar Bioscience</em> 20  pp. 55&ndash;62.</p>"
Nokkelholmane Islands,NOKK,58.4.2,39.464,-69.381,adelie penguin,,,1995,1995,81.0,1.0,adults,aerial,"<p id=""kato2006increase"" class=""reference"">Kato  A. and Y. Ropert-Coudert (2006). &ldquo;Rapid increase in Ad&eacute;lie penguin populations in the L&uuml;tzow-Holm Bay area since the mid 1990s&rdquo;. In: <em>Polar Bioscience</em> 20  pp. 55&ndash;62.</p>"
Nokkelholmane Islands,NOKK,58.4.2,39.464,-69.381,adelie penguin,,,1997,1997,194.0,1.0,adults,ground,"<p id=""kato2006increase"" class=""reference"">Kato  A. and Y. Ropert-Coudert (2006). &ldquo;Rapid increase in Ad&eacute;lie penguin populations in the L&uuml;tzow-Holm Bay area since the mid 1990s&rdquo;. In: <em>Polar Bioscience</em> 20  pp. 55&ndash;62.</p>"
Nokkelholmane Islands,NOKK,58.4.2,39.464,-69.381,adelie penguin,,,1998,1998,118.0,1.0,adults,aerial,"<p id=""kato2006increase"" class=""reference"">Kato  A. and Y. Ropert-Coudert (2006). &ldquo;Rapid increase in Ad&eacute;lie penguin populations in the L&uuml;tzow-Holm Bay area since the mid 1990s&rdquo;. In: <em>Polar Bioscience</em> 20  pp. 55&ndash;62.</p>"
Nokkelholmane Islands,NOKK,58.4.2,39.464,-69.381,adelie penguin,,,1999,1999,149.0,1.0,adults,aerial,"<p id=""kato2006increase"" class=""reference"">Kato  A. and Y. Ropert-Coudert (2006). &ldquo;Rapid increase in Ad&eacute;lie penguin populations in the L&uuml;tzow-Holm Bay area since the mid 1990s&rdquo;. In: <em>Polar Bioscience</em> 20  pp. 55&ndash;62.</p>"
Nokkelholmane Islands,NOKK,58.4.2,39.464,-69.381,adelie penguin,,,2000,2000,130.0,1.0,adults,ground,"<p id=""kato2006increase"" class=""reference"">Kato  A. and Y. Ropert-Coudert (2006). &ldquo;Rapid increase in Ad&eacute;lie penguin populations in the L&uuml;tzow-Holm Bay area since the mid 1990s&rdquo;. In: <em>Polar Bioscience</em> 20  pp. 55&ndash;62.</p>"
Nokkelholmane Islands,NOKK,58.4.2,39.464,-69.381,adelie penguin,,,2001,2001,145.0,1.0,adults,ground,"<p id=""kato2006increase"" class=""reference"">Kato  A. and Y. Ropert-Coudert (2006). &ldquo;Rapid increase in Ad&eacute;lie penguin populations in the L&uuml;tzow-Holm Bay area since the mid 1990s&rdquo;. In: <em>Polar Bioscience</em> 20  pp. 55&ndash;62.</p>"
Nokkelholmane Islands,NOKK,58.4.2,39.464,-69.381,adelie penguin,,,2002,2002,147.0,1.0,adults,ground,"<p id=""kato2006increase"" class=""reference"">Kato  A. and Y. Ropert-Coudert (2006). &ldquo;Rapid increase in Ad&eacute;lie penguin populations in the L&uuml;tzow-Holm Bay area since the mid 1990s&rdquo;. In: <em>Polar Bioscience</em> 20  pp. 55&ndash;62.</p>"
Nokkelholmane Islands,NOKK,58.4.2,39.464,-69.381,adelie penguin,,,2003,2003,95.0,1.0,adults,ground,"<p id=""kato2006increase"" class=""reference"">Kato  A. and Y. Ropert-Coudert (2006). &ldquo;Rapid increase in Ad&eacute;lie penguin populations in the L&uuml;tzow-Holm Bay area since the mid 1990s&rdquo;. In: <em>Polar Bioscience</em> 20  pp. 55&ndash;62.</p>"
Nokkelholmane Islands,NOKK,58.4.2,39.464,-69.381,adelie penguin,,,2004,2004,162.0,1.0,adults,ground,"<p id=""kato2006increase"" class=""reference"">Kato  A. and Y. Ropert-Coudert (2006). &ldquo;Rapid increase in Ad&eacute;lie penguin populations in the L&uuml;tzow-Holm Bay area since the mid 1990s&rdquo;. In: <em>Polar Bioscience</em> 20  pp. 55&ndash;62.</p>"
Nokkelholmane Islands,NOKK,58.4.2,39.464,-69.381,adelie penguin,11.0,2.0,2010,2009,34.0,5.0,nests,ground,"<p id=""lynch2014global"" class=""reference"">Lynch  H. J. and M. A. LaRue (2014). &ldquo;First global census of the Ad&eacute;lie Penguin&rdquo;. In: <em>The Auk</em> 131.4  pp. 457&ndash;466. DOI: <a href=""https://doi.org/10.1642/AUK-14-31.1"">10.1642/AUK-14-31.1</a>.</p>"
North Point,NOPT,48.2,-45.626,-60.672,adelie penguin,21.0,10.0,1947,1947,3000.0,4.0,adults,ground,"<p id=""croxall1979distribution"" class=""reference"">Croxall  J. P. and E. D. Kirkwood (1979). <em>The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea</em>. Cambridge  United Kingdom: British Antarctic Survey. ISBN: 0856650714.</p>"
North Point,NOPT,48.2,-45.626,-60.672,adelie penguin,6.0,1.0,1958,1957,4535.0,1.0,chicks,ground,"<p id=""croxall1979distribution"" class=""reference"">Croxall  J. P. and E. D. Kirkwood (1979). <em>The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea</em>. Cambridge  United Kingdom: British Antarctic Survey. ISBN: 0856650714.</p>"
North Point,NOPT,48.2,-45.626,-60.672,adelie penguin,5.0,12.0,1978,1978,10504.0,2.0,nests,ground,"<p id=""croxall1981increases"" class=""reference"">Croxall  J. P.  D. M. Rootes  and R. A. Price (1981). &ldquo;Increases in penguin populations at Signy Island  South Orkney Islands&rdquo;. In: <em>British Antarctic Survey Bulletin</em> 54  pp. 47&ndash;56.</p>"
North Point,NOPT,48.2,-45.626,-60.672,adelie penguin,,12.0,1978,1978,8824.0,1.0,nests,ground,"<p id=""croxall1979distribution"" class=""reference"">Croxall  J. P. and E. D. Kirkwood (1979). <em>The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea</em>. Cambridge  United Kingdom: British Antarctic Survey. ISBN: 0856650714.</p>"
North Point,NOPT,48.2,-45.626,-60.672,adelie penguin,17.0,2.0,2011,2010,13719.0,5.0,nests,vhr,"<p id=""lynch2014global"" class=""reference"">Lynch  H. J. and M. A. LaRue (2014). &ldquo;First global census of the Ad&eacute;lie Penguin&rdquo;. In: <em>The Auk</em> 131.4  pp. 457&ndash;466. DOI: <a href=""https://doi.org/10.1642/AUK-14-31.1"">10.1642/AUK-14-31.1</a>.</p>"
North Point,NOPT,48.2,-45.626,-60.672,adelie penguin,22.0,11.0,2015,2015,6008.0,1.0,nests,,"<p id=""dunn2016population"" class=""reference"">Dunn  M. J.  J. A. Jackson  S. Adlard  et al. (2016). &ldquo;Population size and decadal trends of three penguin species nesting at Signy Island  South Orkney Islands&rdquo;. In: <em>PLOS One</em> 11.10  p. e0164025. DOI: <a href=""https://doi.org/10.1371/journal.pone.0164025"">10.1371/journal.pone.0164025</a>.</p>"
North Point,NOPT,48.2,-45.626,-60.672,chinstrap penguin,6.0,12.0,1978,1978,7126.0,1.0,nests,ground,"<p id=""croxall1979distribution"" class=""reference"">Croxall  J. P. and E. D. Kirkwood (1979). <em>The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea</em>. Cambridge  United Kingdom: British Antarctic Survey. ISBN: 0856650714.</p>"
North Point,NOPT,48.2,-45.626,-60.672,chinstrap penguin,16.0,12.0,2015,2015,2047.0,1.0,nests,ground,"<p id=""dunn2016population"" class=""reference"">Dunn  M. J.  J. A. Jackson  S. Adlard  et al. (2016). &ldquo;Population size and decadal trends of three penguin species nesting at Signy Island  South Orkney Islands&rdquo;. In: <em>PLOS One</em> 11.10  p. e0164025. DOI: <a href=""https://doi.org/10.1371/journal.pone.0164025"">10.1371/journal.pone.0164025</a>.</p>"
North Point,NOPT,48.2,-45.626,-60.672,gentoo penguin,,,1996,1996,677.0,1.0,nests,ground,"<p id=""woehler2000status"" class=""reference"">Woehler  E. J. (2000). <em>Status and trends of Antarctic and Subantarctic penguins</em>. draft. Tasmania  Australia: SCAR.</p>"
North Point,NOPT,48.2,-45.626,-60.672,gentoo penguin,,,1997,1997,726.0,1.0,nests,ground,"<p id=""woehler2000status"" class=""reference"">Woehler  E. J. (2000). <em>Status and trends of Antarctic and Subantarctic penguins</em>. draft. Tasmania  Australia: SCAR.</p>"
North Point,NOPT,48.2,-45.626,-60.672,gentoo penguin,23.0,11.0,2015,2015,1315.0,1.0,nests,ground,"<p id=""dunn2016population"" class=""reference"">Dunn  M. J.  J. A. Jackson  S. Adlard  et al. (2016). &ldquo;Population size and decadal trends of three penguin species nesting at Signy Island  South Orkney Islands&rdquo;. In: <em>PLOS One</em> 11.10  p. e0164025. DOI: <a href=""https://doi.org/10.1371/journal.pone.0164025"">10.1371/journal.pone.0164025</a>.</p>"
North Point,NOPT,48.2,-45.626,-60.672,macaroni penguin,5.0,1.0,1964,1963,2.0,1.0,nests,ground,"<p id=""croxall1979distribution"" class=""reference"">Croxall  J. P. and E. D. Kirkwood (1979). <em>The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea</em>. Cambridge  United Kingdom: British Antarctic Survey. ISBN: 0856650714.</p>"
North Point,NOPT,48.2,-45.626,-60.672,macaroni penguin,,,1967,1967,5.0,1.0,nests,ground,"<p id=""croxall1979distribution"" class=""reference"">Croxall  J. P. and E. D. Kirkwood (1979). <em>The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea</em>. Cambridge  United Kingdom: British Antarctic Survey. ISBN: 0856650714.</p>"
North Point,NOPT,48.2,-45.626,-60.672,macaroni penguin,,,1968,1968,4.0,1.0,nests,ground,"<p id=""croxall1979distribution"" class=""reference"">Croxall  J. P. and E. D. Kirkwood (1979). <em>The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea</em>. Cambridge  United Kingdom: British Antarctic Survey. ISBN: 0856650714.</p>"
North Point,NOPT,48.2,-45.626,-60.672,macaroni penguin,,12.0,1978,1978,5.0,1.0,nests,ground,"<p id=""croxall1979distribution"" class=""reference"">Croxall  J. P. and E. D. Kirkwood (1979). <em>The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea</em>. Cambridge  United Kingdom: British Antarctic Survey. ISBN: 0856650714.</p>"
